Fund Holdings as of,"09/Jan/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"8591","ORIX CORP","Financials","Equity","49,763,882.82","0.04","49,763,882.82","1,671,590.00","29.77","Japan","Tokyo Stock Exchange","JPY"
"6981","MURATA MANUFACTURING LTD","Information Technology","Equity","49,557,406.02","0.04","49,557,406.02","2,449,554.00","20.23","Japan","Tokyo Stock Exchange","JPY"
"SLHN","SWISS LIFE HOLDING AG","Financials","Equity","49,416,867.25","0.04","49,416,867.25","44,344.00","1,114.40","Switzerland","SIX Swiss Exchange","CHF"
"CBK","COMMERZBANK AG","Financials","Equity","49,363,673.10","0.04","49,363,673.10","1,211,918.00","40.73","Germany","Xetra","EUR"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","49,330,702.78","0.04","49,330,702.78","1,150,973.00","42.86","United States","New York Stock Exchange Inc.","USD"
"RJF","RAYMOND JAMES INC","Financials","Equity","49,283,260.60","0.04","49,283,260.60","293,860.00","167.71","United States","New York Stock Exchange Inc.","USD"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","49,146,809.40","0.04","49,146,809.40","344,310.00","142.74","United States","New York Stock Exchange Inc.","USD"
"AHT","ASHTEAD GROUP PLC","Industrials","Equity","48,530,689.06","0.04","48,530,689.06","646,532.00","75.06","United Kingdom","London Stock Exchange","GBP"
"8267","AEON LTD","Consumer Staples","Equity","48,520,216.63","0.04","48,520,216.63","3,510,600.00","13.82","Japan","Tokyo Stock Exchange","JPY"
"5803","FUJIKURA LTD","Industrials","Equity","48,232,997.62","0.04","48,232,997.62","445,700.00","108.22","Japan","Tokyo Stock Exchange","JPY"
"SDZ","SANDOZ GROUP AG","Health Care","Equity","48,148,658.30","0.04","48,148,658.30","636,960.00","75.59","Switzerland","SIX Swiss Exchange","CHF"
"KBC","KBC GROEP","Financials","Equity","48,106,321.44","0.04","48,106,321.44","360,444.00","133.46","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"DANSKE","DANSKE BANK","Financials","Equity","47,820,526.62","0.04","47,820,526.62","978,522.00","48.87","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"LPLA","LPL FINANCIAL HOLDINGS INC","Financials","Equity","47,795,610.24","0.04","47,795,610.24","132,832.00","359.82","United States","NASDAQ","USD"
"SWED A","SWEDBANK","Financials","Equity","47,740,842.95","0.04","47,740,842.95","1,342,070.00","35.57","Sweden","Nasdaq Omx Nordic","SEK"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Equity","47,733,375.60","0.04","47,733,375.60","1,742,094.00","27.40","United States","NASDAQ","USD"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","47,670,699.96","0.04","47,670,699.96","676,468.00","70.47","United States","NASDAQ","USD"
"6752","PANASONIC HOLDINGS CORP","Consumer Discretionary","Equity","47,620,067.27","0.04","47,620,067.27","3,685,303.00","12.92","Japan","Tokyo Stock Exchange","JPY"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","47,542,079.61","0.04","47,542,079.61","2,144,433.00","22.17","United States","New York Stock Exchange Inc.","USD"
"9432","NTT INC","Communication","Equity","47,425,354.36","0.04","47,425,354.36","47,060,200.00","1.01","Japan","Tokyo Stock Exchange","JPY"
"POLI","BANK HAPOALIM BM","Financials","Equity","47,292,952.46","0.04","47,292,952.46","1,941,372.00","24.36","Israel","Tel Aviv Stock Exchange","ILS"
"EME","EMCOR GROUP INC","Industrials","Equity","47,027,129.09","0.04","47,027,129.09","72,767.00","646.27","United States","New York Stock Exchange Inc.","USD"
"BE","BLOOM ENERGY CLASS A CORP","Industrials","Equity","47,007,757.47","0.04","47,007,757.47","350,621.00","134.07","United States","New York Stock Exchange Inc.","USD"
"DOV","DOVER CORP","Industrials","Equity","46,661,624.36","0.03","46,661,624.36","231,124.00","201.89","United States","New York Stock Exchange Inc.","USD"
"VOD","VODAFONE GROUP PLC","Communication","Equity","46,460,027.36","0.03","46,460,027.36","34,213,301.00","1.36","United Kingdom","London Stock Exchange","GBP"
"WDS","WOODSIDE ENERGY GROUP LTD","Energy","Equity","46,102,647.73","0.03","46,102,647.73","2,925,206.00","15.76","Australia","Asx - All Markets","AUD"
"NTR","NUTRIEN LTD","Materials","Equity","46,046,482.77","0.03","46,046,482.77","767,939.00","59.96","Canada","Toronto Stock Exchange","CAD"
"PGHN","PARTNERS GROUP HOLDING AG","Financials","Equity","46,051,107.78","0.03","46,051,107.78","36,082.00","1,276.29","Switzerland","SIX Swiss Exchange","CHF"
"L","LOBLAW COMPANIES LTD","Consumer Staples","Equity","45,930,392.17","0.03","45,930,392.17","1,031,577.00","44.52","Canada","Toronto Stock Exchange","CAD"
"VICI","VICI PPTYS INC","Real Estate","Equity","45,872,761.52","0.03","45,872,761.52","1,652,477.00","27.76","United States","New York Stock Exchange Inc.","USD"
"NTRA","NATERA INC","Health Care","Equity","45,873,680.42","0.03","45,873,680.42","195,782.00","234.31","United States","NASDAQ","USD"
"TCL","TRANSURBAN GROUP STAPLED UNITS","Industrials","Equity","45,786,320.80","0.03","45,786,320.80","4,912,698.00","9.32","Australia","Asx - All Markets","AUD"
"MTD","METTLER TOLEDO INC","Health Care","Equity","45,683,776.32","0.03","45,683,776.32","30,761.00","1,485.12","United States","New York Stock Exchange Inc.","USD"
"AMRZ","AMRIZE AG","Materials","Equity","45,582,411.64","0.03","45,582,411.64","795,227.00","57.32","United States","New York Stock Exchange Inc.","USD"
"6146","DISCO CORP","Information Technology","Equity","45,463,182.90","0.03","45,463,182.90","130,500.00","348.38","Japan","Tokyo Stock Exchange","JPY"
"6301","KOMATSU LTD","Industrials","Equity","45,426,719.28","0.03","45,426,719.28","1,382,638.00","32.86","Japan","Tokyo Stock Exchange","JPY"
"RYA","RYANAIR HOLDINGS PLC","Industrials","Equity","45,175,673.04","0.03","45,175,673.04","1,333,587.00","33.88","Ireland","Irish Stock Exchange - All Market","EUR"
"VWS","VESTAS WIND SYSTEMS","Industrials","Equity","45,140,088.77","0.03","45,140,088.77","1,582,072.00","28.53","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"MKL","MARKEL GROUP INC","Financials","Equity","44,862,156.56","0.03","44,862,156.56","21,034.00","2,132.84","United States","New York Stock Exchange Inc.","USD"
"AEE","AMEREN CORP","Utilities","Equity","44,793,049.94","0.03","44,793,049.94","448,334.00","99.91","United States","New York Stock Exchange Inc.","USD"
"UMG","UNIVERSAL MUSIC GROUP NV","Communication","Equity","44,612,030.14","0.03","44,612,030.14","1,726,270.00","25.84","Netherlands","Euronext Amsterdam","EUR"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","44,371,343.60","0.03","44,371,343.60","335,638.00","132.20","United States","New York Stock Exchange Inc.","USD"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","44,318,078.40","0.03","44,318,078.40","318,377.00","139.20","United States","New York Stock Exchange Inc.","USD"
"8802","MITSUBISHI ESTATE CO LTD","Real Estate","Equity","44,246,584.56","0.03","44,246,584.56","1,747,231.00","25.32","Japan","Tokyo Stock Exchange","JPY"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","43,988,339.60","0.03","43,988,339.60","327,416.00","134.35","United States","New York Stock Exchange Inc.","USD"
"AV.","AVIVA PLC","Financials","Equity","43,717,389.72","0.03","43,717,389.72","4,777,117.00","9.15","United Kingdom","London Stock Exchange","GBP"
"7751","CANON INC","Information Technology","Equity","43,721,103.40","0.03","43,721,103.40","1,476,464.00","29.61","Japan","Tokyo Stock Exchange","JPY"
"AER","AERCAP HOLDINGS NV","Industrials","Equity","43,715,396.40","0.03","43,715,396.40","302,948.00","144.30","Netherlands","New York Stock Exchange Inc.","USD"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","43,673,177.10","0.03","43,673,177.10","299,665.00","145.74","United States","NASDAQ","USD"
"POW","POWER CORPORATION OF CANADA","Financials","Equity","43,455,019.32","0.03","43,455,019.32","833,513.00","52.13","Canada","Toronto Stock Exchange","CAD"
"EFX","EQUIFAX INC","Industrials","Equity","43,260,618.64","0.03","43,260,618.64","190,609.00","226.96","United States","New York Stock Exchange Inc.","USD"
"PRY","PRYSMIAN","Industrials","Equity","43,169,542.70","0.03","43,169,542.70","424,886.00","101.60","Italy","Borsa Italiana","EUR"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","43,127,285.92","0.03","43,127,285.92","325,784.00","132.38","United States","NASDAQ","USD"
"Z74","SINGAPORE TELECOMMUNICATIONS LTD","Communication","Equity","43,074,783.96","0.03","43,074,783.96","12,429,876.00","3.47","Singapore","Singapore Exchange","SGD"
"ATCO B","ATLAS COPCO CLASS B","Industrials","Equity","43,051,418.48","0.03","43,051,418.48","2,515,708.00","17.11","Sweden","Nasdaq Omx Nordic","SEK"
"CAP","CAPGEMINI","Information Technology","Equity","42,970,417.48","0.03","42,970,417.48","244,700.00","175.61","France","Nyse Euronext - Euronext Paris","EUR"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","42,979,965.75","0.03","42,979,965.75","360,419.00","119.25","United States","New York Stock Exchange Inc.","USD"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","42,893,008.40","0.03","42,893,008.40","216,260.00","198.34","United States","New York Stock Exchange Inc.","USD"
"SAMPO","SAMPO CLASS A","Financials","Equity","42,567,600.26","0.03","42,567,600.26","3,686,929.00","11.55","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"FTS","FORTIS INC","Utilities","Equity","42,539,885.77","0.03","42,539,885.77","824,845.00","51.57","Canada","Toronto Stock Exchange","CAD"
"LDO","LEONARDO FINMECCANICA SPA","Industrials","Equity","42,456,087.79","0.03","42,456,087.79","623,652.00","68.08","Italy","Borsa Italiana","EUR"
"HAL","HALLIBURTON","Energy","Equity","42,423,633.46","0.03","42,423,633.46","1,300,142.00","32.63","United States","New York Stock Exchange Inc.","USD"
"DTE","DTE ENERGY","Utilities","Equity","42,142,550.72","0.03","42,142,550.72","324,448.00","129.89","United States","New York Stock Exchange Inc.","USD"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","42,108,354.00","0.03","42,108,354.00","1,476,450.00","28.52","United States","New York Stock Exchange Inc.","USD"
"7182","JAPAN POST BANK LTD","Financials","Equity","41,545,134.44","0.03","41,545,134.44","2,831,400.00","14.67","Japan","Tokyo Stock Exchange","JPY"
"STLD","STEEL DYNAMICS INC","Materials","Equity","41,437,296.00","0.03","41,437,296.00","244,800.00","169.27","United States","NASDAQ","USD"
"KER","KERING SA","Consumer Discretionary","Equity","41,409,330.51","0.03","41,409,330.51","112,073.00","369.49","France","Nyse Euronext - Euronext Paris","EUR"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","41,357,443.60","0.03","41,357,443.60","158,488.00","260.95","United States","Cboe BZX","USD"
"FMG","FORTESCUE LTD","Materials","Equity","41,218,343.78","0.03","41,218,343.78","2,716,639.00","15.17","Australia","Asx - All Markets","AUD"
"8604","NOMURA HOLDINGS INC","Financials","Equity","41,100,613.67","0.03","41,100,613.67","4,610,131.00","8.92","Japan","Tokyo Stock Exchange","JPY"
"HEXA B","HEXAGON CLASS B","Information Technology","Equity","41,079,898.74","0.03","41,079,898.74","3,392,997.00","12.11","Sweden","Nasdaq Omx Nordic","SEK"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","40,962,112.92","0.03","40,962,112.92","459,268.00","89.19","United States","New York Stock Exchange Inc.","USD"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","40,943,864.55","0.03","40,943,864.55","277,755.00","147.41","United States","NASDAQ","USD"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","40,906,996.13","0.03","40,906,996.13","216,359.00","189.07","United States","New York Stock Exchange Inc.","USD"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","40,885,452.48","0.03","40,885,452.48","2,241,527.00","18.24","United States","NASDAQ","USD"
"MT","ARCELORMITTAL SA","Materials","Equity","40,862,109.94","0.03","40,862,109.94","869,289.00","47.01","France","Euronext Amsterdam","EUR"
"6902","DENSO CORP","Consumer Discretionary","Equity","40,782,323.66","0.03","40,782,323.66","2,982,172.00","13.68","Japan","Tokyo Stock Exchange","JPY"
"FE","FIRSTENERGY CORP","Utilities","Equity","40,763,306.80","0.03","40,763,306.80","912,952.00","44.65","United States","New York Stock Exchange Inc.","USD"
"DXCM","DEXCOM INC","Health Care","Equity","40,540,830.40","0.03","40,540,830.40","601,496.00","67.40","United States","NASDAQ","USD"
"BIIB","BIOGEN INC","Health Care","Equity","40,531,548.60","0.03","40,531,548.60","216,030.00","187.62","United States","NASDAQ","USD"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","40,451,215.08","0.03","40,451,215.08","785,308.00","51.51","United States","NASDAQ","USD"
"GEBN","GEBERIT AG","Industrials","Equity","40,422,428.76","0.03","40,422,428.76","50,664.00","797.85","Switzerland","SIX Swiss Exchange","CHF"
"DTG","DAIMLER TRUCK HOLDING E AG","Industrials","Equity","40,229,884.39","0.03","40,229,884.39","865,918.00","46.46","Germany","Xetra","EUR"
"KNEBV","KONE","Industrials","Equity","40,211,687.15","0.03","40,211,687.15","556,968.00","72.20","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","40,183,704.96","0.03","40,183,704.96","646,456.00","62.16","United States","NASDAQ","USD"
"MTX","MTU AERO ENGINES HOLDING AG","Industrials","Equity","40,121,432.67","0.03","40,121,432.67","89,801.00","446.78","Germany","Xetra","EUR"
"4503","ASTELLAS PHARMA INC","Health Care","Equity","40,029,631.35","0.03","40,029,631.35","2,825,700.00","14.17","Japan","Tokyo Stock Exchange","JPY"
"RDDT","REDDIT INC CLASS A","Communication","Equity","40,038,384.96","0.03","40,038,384.96","163,716.00","244.56","United States","New York Stock Exchange Inc.","USD"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","39,647,944.80","0.03","39,647,944.80","221,040.00","179.37","United States","New York Stock Exchange Inc.","USD"
"VLTO","VERALTO CORP","Industrials","Equity","39,572,931.49","0.03","39,572,931.49","385,213.00","102.73","United States","New York Stock Exchange Inc.","USD"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","39,460,742.00","0.03","39,460,742.00","884,770.00","44.60","United States","New York Stock Exchange Inc.","USD"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","39,451,638.10","0.03","39,451,638.10","651,770.00","60.53","United States","New York Stock Exchange Inc.","USD"
"ERIC B","ERICSSON B","Information Technology","Equity","39,405,882.10","0.03","39,405,882.10","4,175,133.00","9.44","Sweden","Nasdaq Omx Nordic","SEK"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","39,307,377.52","0.03","39,307,377.52","235,684.00","166.78","United States","New York Stock Exchange Inc.","USD"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","39,028,269.18","0.03","39,028,269.18","343,166.00","113.73","United States","New York Stock Exchange Inc.","USD"
"ES","EVERSOURCE ENERGY","Utilities","Equity","39,024,533.72","0.03","39,024,533.72","575,668.00","67.79","United States","New York Stock Exchange Inc.","USD"
"PPG","PPG INDUSTRIES INC","Materials","Equity","38,922,376.52","0.03","38,922,376.52","362,372.00","107.41","United States","New York Stock Exchange Inc.","USD"
"PAAS","PAN AMERICAN SILVER CORP","Materials","Equity","38,933,182.17","0.03","38,933,182.17","716,121.00","54.37","Canada","Toronto Stock Exchange","CAD"
"WSP","WSP GLOBAL INC","Industrials","Equity","38,876,069.65","0.03","38,876,069.65","207,657.00","187.21","Canada","Toronto Stock Exchange","CAD"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","38,813,991.78","0.03","38,813,991.78","162,633.00","238.66","United States","NASDAQ","USD"
"STE","STERIS","Health Care","Equity","38,720,237.76","0.03","38,720,237.76","150,768.00","256.82","United States","New York Stock Exchange Inc.","USD"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","38,684,386.62","0.03","38,684,386.62","302,269.00","127.98","United States","New York Stock Exchange Inc.","USD"
"6762","TDK CORP","Information Technology","Equity","38,673,828.35","0.03","38,673,828.35","2,851,100.00","13.56","Japan","Tokyo Stock Exchange","JPY"
"WKL","WOLTERS KLUWER NV","Industrials","Equity","38,651,652.51","0.03","38,651,652.51","363,829.00","106.24","Netherlands","Euronext Amsterdam","EUR"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","38,465,343.00","0.03","38,465,343.00","261,669.00","147.00","United States","New York Stock Exchange Inc.","USD"
"4578","OTSUKA HOLDINGS LTD","Health Care","Equity","38,276,514.58","0.03","38,276,514.58","664,786.00","57.58","Japan","Tokyo Stock Exchange","JPY"
"JBL","JABIL INC","Information Technology","Equity","38,256,890.90","0.03","38,256,890.90","169,166.00","226.15","United States","New York Stock Exchange Inc.","USD"
"9020","EAST JAPAN RAILWAY","Industrials","Equity","38,243,990.80","0.03","38,243,990.80","1,456,288.00","26.26","Japan","Tokyo Stock Exchange","JPY"
"PPL","PPL CORP","Utilities","Equity","38,211,815.13","0.03","38,211,815.13","1,104,707.00","34.59","United States","New York Stock Exchange Inc.","USD"
"CNC","CENTENE CORP","Health Care","Equity","38,220,572.88","0.03","38,220,572.88","820,008.00","46.61","United States","New York Stock Exchange Inc.","USD"
"EXE","EXPAND ENERGY CORP","Energy","Equity","38,169,992.14","0.03","38,169,992.14","375,578.00","101.63","United States","NASDAQ","USD"
"6723","RENESAS ELECTRONICS CORP","Information Technology","Equity","38,084,522.57","0.03","38,084,522.57","2,526,300.00","15.08","Japan","Tokyo Stock Exchange","JPY"
"PUB","PUBLICIS GROUPE SA","Communication","Equity","38,067,559.75","0.03","38,067,559.75","368,009.00","103.44","France","Nyse Euronext - Euronext Paris","EUR"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","38,043,568.64","0.03","38,043,568.64","170,324.00","223.36","United States","New York Stock Exchange Inc.","USD"
